Song Name,Song ID,Genres,Year,Main Genres
Feel Good Inc.,0d28khcov6AiegSCpG5TuT,"['alternative hip hop', 'modern rock', 'rock']",2005,"Hip hop Music, Rock Music"
Love,26QLJMK8G0M06sk7h7Fkse,['pop'],2005,Pop Music
"Sugar, We're Goin Down",2TfSHkHiFO4gRztVIkggkE,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2005,"Pop Music, Rock Music"
Hips Don't Lie,3ZFTkvIE7kyPt6Nu3PEa7V,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2005,Pop Music
Lose Yourself,5Z01UMMf7V1o0MzF86s6WJ,"['detroit hip hop', 'hip hop', 'rap']",2005,Hip hop Music
I Write Sins Not Tragedies,4bPQs0PHn4xbipzdPfn6du,['pop'],2005,Pop Music
"Dance, Dance",0a7BloCiNzLDD9qSQHh5m7,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2005,"Pop Music, Rock Music"
Good Directions,7GQjJEwqlp6m5HNWVQd6OR,"['contemporary country', 'country', 'country road']",2005,Country Music
Coming Undone,3o7TMr6RmIusYH7Kkg7ujR,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Temperature,0k2GOhqsrxDTAbFFSdNJjT,"['dance pop', 'dancehall', 'pop', 'pop rap']",2005,Pop Music
The Kill,0lP4HYLmvowOKdsQ7CVkuq,"['modern rock', 'post-grunge']",2005,Rock Music
Hate It Or Love It,2wGSgTmgSF3xjRrHkTc25R,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2005,"Hip hop Music, Pop Music"
Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,"['modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock']",2005,"Pop Music, Rock Music"
How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,"['neo mellow', 'piano rock', 'pop', 'pop rock']",2005,"Pop Music, Rock Music"
Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,"['barbadian pop', 'pop', 'urban contemporary']",2005,Pop Music
Dirty Little Secret,5lDriBxJd22IhOH9zTcFrV,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",2005,"Metal Music, Pop Music, Rock Music"
We Belong Together,3LmvfNUQtglbTrydsdIqFU,"['dance pop', 'pop', 'urban contemporary']",2005,Pop Music
Better Together,6gdLyYNuhWBzqwlOFSsXC7,"['contemporary country', 'country']",2005,Country Music
Candy Shop,5D2mYZuzcgjpchVY1pmTPh,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2005,"Hip hop Music, Pop Music"
Animals,3rjM7GhxdVq1YySsHBs21i,"['alternative metal', 'canadian rock', 'post-grunge']",2005,"Metal Music, Rock Music"
Hidden In the Sand,0RjG5JmdOWXAR68dGlKBA5,"['ann arbor indie', 'pov: indie']",2005,
Banana Pancakes,451GvHwY99NKV4zdKPRWmv,['neo mellow'],2005,
Lonely Day,1VNWaY3uNfoeWqb5U8x2QX,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Rockstar,0e7ipj03S05BNilyu5bRzt,"['dfw rap', 'melodic rap', 'pop', 'rap']",2005,Pop Music
Cupid's Chokehold / Breakfast in America,2Lhdl74nwwVGOE2Gv35QuK,"['dance pop', 'pop rap']",2005,Pop Music
Beverly Hills,1yKu2MhpwzDXXH2tzG6xoa,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",2005,"Pop Music, Rock Music"
Lips Of An Angel,40LQiUUUKXVGyNs09lHVjW,"['alternative metal', 'nu metal', 'post-grunge']",2005,Metal Music
Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,"['chicago rap', 'hip hop', 'rap']",2005,Hip hop Music
Remedy,5ynxx6zC4dgzsMHLYQ04Dc,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",2005,"Metal Music, Rock Music"
B.Y.O.B.,0EYOdF5FCkgOJJla8DI2Md,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Move Along,2l57cfmCnOkwNX1tky02n1,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",2005,"Metal Music, Pop Music, Rock Music"
Ella Y Yo - Featuring Don Omar,6G4U9avyBNEfP0fAIduev3,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",2005,"Hip hop Music, Pop Music"
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,"['permanent wave', 'pop']",2005,Pop Music
As Good As I Once Was,7G6l2FtQyRhQgYgut2I6i8,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2005,Country Music
Boondocks,3duP6mBVDsHM8ioN7o7dAK,"['contemporary country', 'country', 'country dawn', 'country road']",2005,Country Music
I'm Sprung,0DLOyyQvwPTSDKuhpzMMwA,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2005,"Hip hop Music, Pop Music"
Pump It,6btyEL6NwUa97Nex9cZFvo,"['dance pop', 'pop', 'pop rap']",2005,Pop Music
Run It! (feat. Juelz Santana),7xYnUQigPoIDAMPVK79NEq,"['pop rap', 'r&b', 'rap']",2005,Pop Music
Yo (Excuse Me Miss),7DFnq8FYhHMCylykf6ZCxA,"['pop rap', 'r&b', 'rap']",2005,Pop Music
Just A Lil Bit,4nva9EpKntUTs6CRSGBCn9,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2005,"Hip hop Music, Pop Music"
Tequila Makes Her Clothes Fall Off,6IC6VhpV7D8T1t037Atqpu,"['arkansas country', 'contemporary country', 'country', 'country road']",2005,Country Music
Best of You,5FZxsHWIvUsmSK1IAvm2pp,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2005,"Metal Music, Rock Music"
Happy?,3ZEno9fORwMA1HPecdLi0R,"['hip hop', 'pop rap']",2005,"Hip hop Music, Pop Music"
Don't Cha,1gZ7i4qxXkHZb1r6eioaAP,"['dance pop', 'girl group', 'pop']",2005,Pop Music
The Bidding,0HBrtXJohbIW4IhPZ50GmH,"['ann arbor indie', 'pov: indie']",2005,
You And Me,0815caqt2Lytro5EIzMufT,"['neo mellow', 'pop rock', 'post-grunge']",2005,"Pop Music, Rock Music"
DARE,4Hff1IjRbLGeLgFgxvHflk,"['alternative hip hop', 'modern rock', 'rock']",2005,"Hip hop Music, Rock Music"
I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']",2005,"Pop Music, Rock Music"
Laffy Taffy,2ajhenDRiiAnCHHjsIOHhJ,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",2005,Hip hop Music
Feeling Good,3I09LQbHS3NSU46Ly3tPpR,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2005,"Jazz Music, Pop Music"
Over My Head (Cable Car),1N62wozuHCvczCkY4QidpP,"['neo mellow', 'piano rock', 'pop', 'pop rock']",2005,"Pop Music, Rock Music"
Closer to the Sun,1UL8GkVAs6UcWF6BZ3DYZt,"['reggae fusion', 'reggae rock']",2005,"Reggae Music, Rock Music"
Remember the Name (feat. Styles of Beyond),6ndmKwWqMozN2tcZqzCX4K,['rap rock'],2005,Rock Music
How We Do,4PmMVdIFpJTB9WQbmILf4p,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2005,"Hip hop Music, Pop Music"
Stricken,6RJdYpFQwLyNfDc5FbjkgV,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Savin' Me,4Gd9PUEuOTOJtbgd4YxLXM,"['alternative metal', 'canadian rock', 'post-grunge']",2005,"Metal Music, Rock Music"
Un Beso,1SaEt8dwTuLDzenUu5BqI6,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",2005,"Hip hop Music, Pop Music"
Stay Fly,5MYFw4T2gy52pOGBN4EYHS,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",2005,Hip hop Music
Shake That,0zPlzJewGJ8iIxia2bEWDN,"['sigilkore', 'sped up']",2005,
Disco Inferno,69bHJ9qs5FrUJbKP8xU8uZ,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2005,"Hip hop Music, Pop Music"
Far Away,0ADZ5dmXhlfzjMw6lefoPl,"['alternative metal', 'canadian rock', 'post-grunge']",2005,"Metal Music, Rock Music"
Soul Survivor,0Ss50OU9tCozI7JIywkv14,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']",2005,Hip hop Music
My Humps,19JdbdEwQI7bCxefMokZO8,"['dance pop', 'pop', 'pop rap']",2005,Pop Music
Must Be Doin' Somethin' Right,6TefPQD0oc88BNALpu4U87,"['contemporary country', 'country', 'country road']",2005,Country Music
I'm N Luv (Wit a Stripper) (feat. Mike Jones),2QurCbkPO14pjrikPNja0h,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2005,"Hip hop Music, Pop Music"
Rompe,4Xtlw8oXkIOvzV7crUBKeZ,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2005,"Hip hop Music, Reggae Music"
Bat Country,3sHH7lklbfpcraDDvYnjo7,"['alternative metal', 'nu metal']",2005,Metal Music
Twisted Transistor,05NpeTQWnzXS1d8ZqL4YFZ,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Wasteland,3pO37BXsjMC2wApALxGbuB,"['alternative metal', 'nu metal', 'post-grunge']",2005,Metal Music
Look After You,5l6hpyTGBK0LAAxgPnqTQL,"['neo mellow', 'piano rock', 'pop', 'pop rock']",2005,"Pop Music, Rock Music"
"Sitting, Waiting, Wishing",5eWOsyHHic4vJP3LjTVhqv,['neo mellow'],2005,
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,5eB7w8UZJKjL5XmnC6Pctg,['pop'],2005,Pop Music
Who Is She ?,1QxcWlk8PivolUaWcpAoNq,['downtempo'],2005,
Redneck Yacht Club,4etE2X6t7GmyiuYLIdI8H5,"['contemporary country', 'country', 'country road']",2005,Country Music
Te Extraño - Bachata Version,0muI8DpTEpLqqibPm3sKYf,['bachata'],2005,
Buttons,3BxWKCI06eQ5Od8TY2JBeA,"['dance pop', 'girl group', 'pop']",2005,Pop Music
Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,1gewemPOUilb21s7CfMS55,['redneck'],2005,
Like You (feat. Ciara),3jEqrIfwKO0M8ALu3TGilF,"['dance pop', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2005,"Hip hop Music, Pop Music"
Suddenly I See,5p9XWUdvbUzmPCukOmwoU3,"['ectofolk', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",2005,"Folk Music, Pop Music, Rock Music"
Still Tippin' (feat. Slim Thug and Paul Wall),59rtiYOPgMEDf3yPEfU2la,['dirty south rap'],2005,
Rakata,1kQqiC1rS1FiuVpeBKN0QN,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",2005,Reggae Music
I'm Shipping Up To Boston,7rSERmjAT38lC5QhJ8hnQc,"['boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk']",2005,Rock Music
La Tortura (feat. Alejandro Sanz),5BSclXJTa9B0iURhUjZo50,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2005,Pop Music
The Hand That Feeds,5ugzDiilhy6ILKmKfhEzd7,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",2005,"Metal Music, Electronic Music, Rock Music"
You're Beautiful,0vg4WnUWvze6pBOJDTq99k,"['neo mellow', 'pop rock']",2005,"Pop Music, Rock Music"
Rosa Pastel,4yjeRuoVickg1G87LWeRes,"['corridos tumbados', 'sad sierreno']",2005,
Welcome Home,42GP0xKtkolBnmqQRvSllO,['modern alternative rock'],2005,Rock Music
Atrévete-Te-Te,1q8NdCAQ9QUjpYiqzdd3mv,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",2005,"Hip hop Music, Reggae Music, Rock Music"
Tal Vez,7rxHR6dby35y5pjAYQP4ZW,"['banda', 'duranguense', 'musica mexicana', 'norteno']",2005,
Bad Day,0mUyMawtxj1CJ76kn9gIZK,"['canadian pop', 'neo mellow', 'pop rock']",2005,"Pop Music, Rock Music"
Hypnotize,7KwZNVEaqikRSBSpyhXK2j,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",2005,Hip hop Music
Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,"['pop', 'singer-songwriter pop', 'uk pop']",2005,Pop Music
Tear You Apart,3urJUvRhgMrwydaTQFVEg9,['dark wave'],2005,
Lose Control (feat. Ciara & Fat Man Scoop),0UaMYEvWZi0ZqiDOoHU3YI,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",2005,"Hip hop Music, Pop Music"
First Day of My Life,0eBryM7ePQH3Klt3jz8xZd,"['chamber pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",2005,"Pop Music, Rock Music"
If It's Lovin' That You Want,4x2rgtSFOI4hRvEvDj02KP,"['barbadian pop', 'pop', 'urban contemporary']",2005,Pop Music
Dirty Harry,2bfGNzdiRa1jXZRdfssSzR,"['alternative hip hop', 'modern rock', 'rock']",2005,"Hip hop Music, Rock Music"
Summertime,7eOuUmpnHBlg5zsm8Cs7c3,"['classic oklahoma country', 'modern country pop']",2005,"Pop Music, Country Music"
Noche De Sexo,4kAtRwNRLMKuoCbxMSxUGI,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",2005,Reggae Music
Lonely,1VNWaY3uNfoeWqb5U8x2QX,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Amarillo Sky,0axUHkhMMY0YSC1jFBVWqv,"['contemporary country', 'country', 'country road', 'modern country rock']",2005,"Country Music, Rock Music"
She's Everything,3dAgQFdruU8ufWc5GE05xC,"['contemporary country', 'country', 'country road']",2005,Country Music
Be Without You - Kendu Mix,6Y3WvyUG9iE5bQYg38SPtQ,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2005,Pop Music
Soul Meets Body,5yc59J3MR3tVDPTOgwgRI5,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']",2005,"Pop Music, Rock Music"
Ven Bailalo - Reggaeton Mix,0e8DgtfJnWTBarF9YGMd0N,"['latin hip hop', 'reggaeton']",2005,"Hip hop Music, Reggae Music"
Rich Girl,0qRR9d89hIS0MHRkQ0ejxX,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",2005,Rock Music
"A Little Less Sixteen Candles, A Little More ""Touch Me""",4pmU8AtVu9qU40Xd9zjEfA,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",2005,"Pop Music, Rock Music"
Heard 'Em Say,6yIjtVtnOBeC8SwdVHzAuF,"['chicago rap', 'hip hop', 'rap']",2005,Hip hop Music
Quiero Que Sepas,3aeYcDlH6mSwx7Nx63D7zS,"['banda', 'musica mexicana', 'norteno']",2005,
Half On a Sack,0KXO9R8yUd1BJjkEWXtor4,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",2005,Hip hop Music
Honky Tonk Badonkadonk,5iDfnRTdV2mrvMK886TLRg,"['contemporary country', 'country', 'country road']",2005,Country Music
Everything Is Alright,6xyiHZgrmXw7sMyYXbXjPV,"['emo', 'neon pop punk', 'pop punk']",2005,Pop Music
Here It Goes Again,1pHP4JeQV9wDx87D6qH9hD,"['chicago indie', 'modern rock', 'permanent wave']",2005,Rock Music
Pickin' Wildflowers,2GgIDaPLsowybB3WgxLWUj,"['classic oklahoma country', 'country', 'country road']",2005,Country Music
Stickwitu,4NjR63Up0uMkQBlKvlZd1l,"['dance pop', 'girl group', 'pop']",2005,Pop Music
Ruler of Everything,3vFZheR74pxUkzxqhXTZ2X,"['ann arbor indie', 'pov: indie']",2005,
Hung Up,3850dYVgOFIXJh5U4BFEWH,"['dance pop', 'pop']",2005,Pop Music
Do You Remember,1EZJBB6bvCcrvYRlOyoHuf,['neo mellow'],2005,
Kerosene,6E1YebXpPPtujMUljDNlOo,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']",2005,Pop Music
"Slow Down - 12"" Version",4Ilen0VxPEsVRLpnePji8P,"['contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'urban contemporary']",2005,Pop Music
Dia de Enero,0OEBOJhSObnFuHuasXdt52,"['colombian pop', 'dance pop', 'latin pop', 'pop']",2005,Pop Music
Grind With Me,3B7i9OKRRmIsSBHEbJz58Y,"['dirty south rap', 'hip pop', 'miami hip hop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2005,"Hip hop Music, Pop Music"
Get Stoned,24Pi0KCtYWtnKxxzopkcPG,"['alternative metal', 'nu metal', 'post-grunge']",2005,Metal Music
Violent Pornography,249Z7XT6mf8B2zuI0RaeS0,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
I Don't Wanna,5de9Ho64dovuQI8Uhn5gPD,"['emo rap', 'miami hip hop']",2005,Hip hop Music
Shut Me Up,3oZUlZMXkj51AyYG8lGaE7,"['dance-punk', 'pov: indie']",2005,
When I'm Gone,4ObFZEXHQJcc8WQtqbCupZ,['modern country pop'],2005,"Pop Music, Country Music"
Blue Orchid,4jU7NPkz4HVnM4hweqNhI1,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",2005,"Blues Music, Rock Music"
Next Contestant,3nCqvNZj68zVlT3Dy7fJ3b,"['alternative metal', 'canadian rock', 'post-grunge']",2005,"Metal Music, Rock Music"
Welcome To Jamrock,22AbXxQbMdVqEz7xJjhccG,"['reggae', 'reggae fusion']",2005,Reggae Music
Merry-Go-Round of Life - from 'Howl's Moving Castle',39uLYYZytVUwcjgeYLI409,"['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'orchestral soundtrack']",2005,Classical Music
Ridin',6BaxqcoEM9r3LXisTyJjST,"['dance pop', 'pop']",2005,Pop Music
Please Please Please Let Me Get What I Want - 2005 Remaster,42gzADgUU7e2yu5Qn8WfeC,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2005,"Metal Music, Rock Music"
Ms. New Booty,0k6HUzaRHpQ3eEWr1C7Esh,"['atl hip hop', 'country rap', 'dirty south rap', 'southern hip hop']",2005,"Hip hop Music, Country Music"
"Build God, Then We'll Talk",4rstj4vgkFq49R2VV0fbxX,['pop'],2005,Pop Music
Little Sister,0BqQWfhMrkpRAUCbdfdHUC,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",2005,"Metal Music, Rock Music"
That's What I Love About Sunday,1fmi1hOBtH8xfUiWz4LVtE,"['contemporary country', 'country', 'country road']",2005,Country Music
"Jesus, Take the Wheel",3lec3CzDPAxsZokPph5w87,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop']",2005,"Pop Music, Country Music"
Right Here,7mTOeGfsxp8WXvVLL2B76c,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",2005,Hip hop Music
Home,4iz9lGMjU1lXS51oPmUmTe,"['chicago rap', 'hip hop', 'rap']",2005,Hip hop Music
Window Shopper,1bevrs76fdGW3y03R5q6GB,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",2005,"Hip hop Music, Pop Music"
Banquet,2YxXuCdbUpil3P7tRjhW1t,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave', 'scottish rock']",2005,"Pop Music, Rock Music"
La Boda,7ewyZwEMNtt0lqtucOD4vs,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",2005,
Cigaro,47EqCQZG5v4o0WFMufGf5S,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
It Ends Tonight,1FMHNVeJ9s1x1l1WlaRs2I,"['alternative metal', 'modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",2005,"Metal Music, Pop Music, Rock Music"
We Major,46fk9wjYcPm0sgym2b7EEE,"['chicago rap', 'hip hop', 'rap']",2005,Hip hop Music
Tras De Mí,1AO5MeGsWdPLejY47pnYYy,['latin pop'],2005,Pop Music
Say Goodbye,5F7IJrXD6Fa3EmqoYE0gU4,"['pop rap', 'r&b', 'rap']",2005,Pop Music
Breathe (2 AM),5auMzVHFr5Zfw6IbKarZ56,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow']",2005,"Folk Music, Pop Music"
Shake It Off,5xTtaWoae3wi06K5WfVUUH,['pop'],2005,Pop Music
Good People,4eLn7z31zqzEdlKSgesohf,['neo mellow'],2005,
Sittin' Sidewayz (feat. Big Pokey),24PWKmemCvqfyVXODhoKHW,"['chopped and screwed', 'crunk', 'dirty south rap', 'houston rap']",2005,
Be Yourself,3zwmW1gM4E8FlHXV5nE16u,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",2005,"Metal Music, Rock Music"
A chillar a otra parte,3BwabPHcwg7jotkO7YOcJ2,"['banda', 'musica mexicana', 'norteno']",2005,
Better Than Me,2ACs0dJwkSsvNZvEbvFurK,"['piano rock', 'pov: indie', 'slc indie']",2005,Rock Music
Doesn't Remind Me,0o995gJCGebaza0LWybToU,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",2005,"Metal Music, Rock Music"
Ten Thousand Fists,5hkgrWxkobGtg30I7DsfVu,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Speed of Sound,7clUVcSOtkNWa58Gw5RfD4,"['permanent wave', 'pop']",2005,Pop Music
Summer Nights,6fVCBBlHif6zfqXAEHKJy8,"['chicano rap', 'g funk', 'san diego rap']",2005,
Benzi Box,6bmJYo1KS2X2nzQrCGzdOe,"['alternative hip hop', 'hip hop']",2005,Hip hop Music
What Do They Know?,5abubE0dYFaEPDeM2sZ4TY,"['dance-punk', 'pov: indie']",2005,
Radio/Video,41pOIT2t1rvr2Trg1HQChZ,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005,"Metal Music, Rock Music"
Este Corazón,0bMVCO35RJiUhAfvFsLjIF,['latin pop'],2005,Pop Music
Te Mando Flores,2in1gSZtv2lRbcZUmN9aAl,"['colombian pop', 'latin pop']",2005,Pop Music
Back Then,5krOROgmf8adn3SJzeKLZy,['dirty south rap'],2005,
La Botella,3dtGHZyEGmKSmQoAPcbvyb,"['panamanian pop', 'reggaeton']",2005,"Reggae Music, Pop Music"
Play Something Country,0SineTesaejYlgW5pwLo10,"['contemporary country', 'country', 'country road']",2005,Country Music
If Everyone Cared,44w63XqGr3sATAzOnOySgF,"['alternative metal', 'canadian rock', 'post-grunge']",2005,"Metal Music, Rock Music"
Attack,0lHSJ0ZP8uUPnJXhMdGjOK,"['modern rock', 'post-grunge']",2005,Rock Music
Badd,1Epb6Kfe3GTgKrrWs1Y4Wy,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",2005,Hip hop Music
Just the Girl,1JURww012QnWAw0zZXi6Aa,"['boy band', 'neon pop punk', 'pixie', 'pop punk']",2005,Pop Music
Will You Love Me Tomorrow,25IiJu0DjOqsnQXgNHWp5i,"['classic girl group', 'classic soul', 'doo-wop', 'motown', 'rock-and-roll', 'soul']",2005,Rock Music
Hustler Musik,2334WaCjswLcRIRgTTPWaZ,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",2005,"Hip hop Music, Pop Music"
Pressure,2xluJG2nDkkLeeb4qSiEqQ,"['ohio hip hop', 'pop rap']",2005,"Hip hop Music, Pop Music"
Come and Talk to Me - Remix,5xE7sFTlv2yrG9mmhDSpdq,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",2005,
Hicktown,0WYbR2GSfl4ehvmLmcpAqi,"['contemporary country', 'country', 'country road', 'modern country rock']",2005,"Country Music, Rock Music"
Locked Up,48EQasc6XD0pOQtkIOWqOC,['dance pop'],2005,Pop Music
Mustang Sally,5Sz09kaSzvpTC8lgm5W8Mt,"['classic soul', 'memphis soul', 'soul', 'southern soul']",2005,
But It's Better If You Do,2ZqTtndqAZDRAWw2vgZwQK,['pop'],2005,Pop Music
Boston,2WZyfujzMweFLnozyUJBkW,"['acoustic pop', 'neo mellow', 'piano rock']",2005,"Pop Music, Rock Music"
Icky Sticky Bubble Gum,36ojJplD0EWqjpHkNMu9pq,"[""children's folk""]",2005,Folk Music
Black Horse And The Cherry Tree,0qAMjeQFyd1qD0LDiV8gWp,"['ectofolk', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",2005,"Folk Music, Pop Music, Rock Music"
Hey Mama,5b2bu6yyATC1zMXDGScJ2d,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",2005,Pop Music
The Only Difference Between Martyrdom and Suicide Is Press Coverage,4WdopfTdSd0nCLropjhsgH,['pop'],2005,Pop Music
"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",4xSVkbqCz1xaevkjP8xXL5,['pop'],2005,Pop Music
Didn't I,6Dq2LzijkY9WNPwBGDah4L,"['afrobeat', 'classic soul', 'funk']",2005,
Question!,0heeNYlwOGuUSe7TgUD27B,['pop'],2005,Pop Music
Noviembre Sin Ti,2vCHDrXVN0k1GPTjSIZ69E,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']",2005,"Reggae Music, Pop Music"
Let Me Hold You (feat. Omarion),1oNToERLIN71YCPLbRIQGQ,"['dance pop', 'dirty south rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2005,"Hip hop Music, Pop Music"
Save Me,1rnYNAJPAb586NhetosdNW,"['country rap', 'nashville hip hop', 'tennessee hip hop']",2005,"Hip hop Music, Country Music"
Yo Quisiera,2GSr8anleCXKLNjjjijoMZ,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']",2005,"Reggae Music, Pop Music"
O Green World,4hNPMfFHauPIbOKvdYqFt7,"['alternative hip hop', 'modern rock', 'rock']",2005,"Hip hop Music, Rock Music"
Beer In Mexico,5pgmgHNxiq9w9XuthMKzJS,"['contemporary country', 'country', 'country road', 'modern country rock']",2005,"Country Music, Rock Music"
